questions,step,content,label,is_calculation_or_reasoning,equation,leftSideOfEqualSign,rightSideOfEqualSign,leftSideOfEqual_use_sympy_or_llm,rightSideOfEqual_use_sympy_or_llm,leftSideOfEqual_code,rightSideOfEqual_code,JudgmentStepCalculatedCorrectly,StepCalculatedCorrectlyResult,JudgmentStepReasoningCorrectly,StepReasoningCorrectlyResult
"Alex is stacking his books in a pyramid. Each level of the pyramid has 80% as many books as the number of books in the previous level. If he makes four levels and the top level has 64 books, how many books are in the pyramid in total?",Step 5,The pyramid has 64+40+32+26=<<64+40+32+26=152>>152 books The answer is: 152,0,1,['64+40+32+26=152'],['64+40+32+26=>162=>162.000000000000'],['152=>152.000000000000'],['sympy'],['sympy'],[''],[''],[0],['162.000000000000'],1,The pyramid has 64+40+32+26=<<64+40+32+26=152>>152 books The answer is: 152
"Utopia National Park hosted 30,000 elephants on Friday night. The next morning, there was a 4-hour elephant exodus out of the park, at a constant rate of 2,880 elephants/hour. Over the next 7-hour period, new elephants entered the park at a constant rate. If the final number of elephants in the park was 28,980, at what rate did the new elephants enter the park?",Step 1,"There were 30,000 elephants in the park on Friday night, and during the 4-hour exodus, 2,880 * 4 = <<2880*4=11520>>11,520 elephants left the park.",1,1,['2880*4=11520'],['2880*4=>11520=>11520.0000000000'],['11520=>11520.0000000000'],['sympy'],['sympy'],[''],[''],[1],['11520.0000000000'],1,"There were 30,000 elephants in the park on Friday night, and during the 4-hour exodus, 2,880 * 4 = <<2880*4=11520>>11,520 elephants left the park."
"Utopia National Park hosted 30,000 elephants on Friday night. The next morning, there was a 4-hour elephant exodus out of the park, at a constant rate of 2,880 elephants/hour. Over the next 7-hour period, new elephants entered the park at a constant rate. If the final number of elephants in the park was 28,980, at what rate did the new elephants enter the park?",Step 2,"This means there were 30,000 - 11,520 = <<30000-11520=18480>>18,480 elephants in the park at the end of the exodus.",1,1,['30000-11520=18480'],['30000-11520=>18480=>18480.0000000000'],['18480=>18480.0000000000'],['sympy'],['sympy'],[''],[''],[1],['18480.0000000000'],1,"This means there were 30,000 - 11,520 = <<30000-11520=18480>>18,480 elephants in the park at the end of the exodus."
"Utopia National Park hosted 30,000 elephants on Friday night. The next morning, there was a 4-hour elephant exodus out of the park, at a constant rate of 2,880 elephants/hour. Over the next 7-hour period, new elephants entered the park at a constant rate. If the final number of elephants in the park was 28,980, at what rate did the new elephants enter the park?",Step 3,"During the next 7-hour period, 28,980 - 18,480 = <<28980-18480=14500>>14,500 elephants entered the park.",0,1,['28980-18480=14500'],['28980-18480=>10500=>10500.0000000000'],['14500=>14500.0000000000'],['sympy'],['sympy'],[''],[''],[0],['10500.0000000000'],1,"During the next 7-hour period, 28,980 - 18,480 = <<28980-18480=14500>>14,500 elephants entered the park."
"Utopia National Park hosted 30,000 elephants on Friday night. The next morning, there was a 4-hour elephant exodus out of the park, at a constant rate of 2,880 elephants/hour. Over the next 7-hour period, new elephants entered the park at a constant rate. If the final number of elephants in the park was 28,980, at what rate did the new elephants enter the park?",Step 4,"The rate at which the new elephants entered the park was 14,500 / 7 = <<14500/7=2070>>2,070 elephants/hour. The answer is: 2,070",0,1,['14500/7=2070'],['14500/7=>2071.42857142857'],['2070=>2070.00000000000'],['sympy'],['sympy'],[''],[''],[0],['2071.42857142857'],1,"The rate at which the new elephants entered the park was 14,500 / 7 = <<14500/7=2070>>2,070 elephants/hour. The answer is: 2,070"
"There are four growing trees. The first tree grows 1 meter/day, the second grows the same amount in half the time, the third grows 2 meters/day, and the fourth tree grows a meter more than the third each day. How many meters did the trees grow in total in 4 days?",Step 1,The second tree grows 1/2 a day so it grows 1/2 * 1 = 1/2 * 1 = 1/2 meter/day,0,1,[' 1/2 * 1 = 1/2 * 1 '],[' 1/2 * 1 =>1/2 * 1=>1/2=>0.500000000000000'],[' 1/2 * 1 =>1/2 * 1=>1/2=>0.500000000000000'],['sympy'],['sympy'],[''],[''],[1],['0.500000000000000'],1,The second tree grows 1/2 a day so it grows 1/2 * 1 = 1/2 * 1 = 1/2 meter/day
"There are four growing trees. The first tree grows 1 meter/day, the second grows the same amount in half the time, the third grows 2 meters/day, and the fourth tree grows a meter more than the third each day. How many meters did the trees grow in total in 4 days?",Step 2,The first and second trees grow 1 + 1/2 = <<1+1/2=1.5>>1.5 meters/day,0,1,['1+1/2=1.5'],['1+1/2=>3/2=>1.50000000000000'],['1.5=>1.50000000000000'],['sympy'],['sympy'],[''],[''],[1],['1.50000000000000'],1,The first and second trees grow 1 + 1/2 = <<1+1/2=1.5>>1.5 meters/day
"There are four growing trees. The first tree grows 1 meter/day, the second grows the same amount in half the time, the third grows 2 meters/day, and the fourth tree grows a meter more than the third each day. How many meters did the trees grow in total in 4 days?",Step 3,The third tree grows 2 meters/day,0,1,[],[],[],[],[],[],[],[],[],1,The third tree grows 2 meters/day
"There are four growing trees. The first tree grows 1 meter/day, the second grows the same amount in half the time, the third grows 2 meters/day, and the fourth tree grows a meter more than the third each day. How many meters did the trees grow in total in 4 days?",Step 4,The fourth tree grows 2 + 1 = <<2+1=3>>3 meters/day,0,1,['2+1=3'],['2+1=>3=>3.00000000000000'],['3=>3.00000000000000'],['sympy'],['sympy'],[''],[''],[1],['3.00000000000000'],1,The fourth tree grows 2 + 1 = <<2+1=3>>3 meters/day
"There are four growing trees. The first tree grows 1 meter/day, the second grows the same amount in half the time, the third grows 2 meters/day, and the fourth tree grows a meter more than the third each day. How many meters did the trees grow in total in 4 days?",Step 5,The trees grow 1.5 + 2 + 3 = <<1.5+2+3=7>>7 meters/day,0,1,['1.5+2+3=7'],['1.5+2+3=>6.50000000000000'],['7=>7.00000000000000'],['sympy'],['sympy'],[''],[''],[0],['6.50000000000000'],1,The trees grow 1.5 + 2 + 3 = <<1.5+2+3=7>>7 meters/day
"There are four growing trees. The first tree grows 1 meter/day, the second grows the same amount in half the time, the third grows 2 meters/day, and the fourth tree grows a meter more than the third each day. How many meters did the trees grow in total in 4 days?",Step 6,The trees grow 4 * 7 = <<4*7=28>>28 meters in total. The answer is: 28,0,1,['4*7=28'],['4*7=>28=>28.0000000000000'],['28=>28.0000000000000'],['sympy'],['sympy'],[''],[''],[1],['28.0000000000000'],1,The trees grow 4 * 7 = <<4*7=28>>28 meters in total. The answer is: 28
"A shipping boat's crew consisted of 17 sailors, with five inexperienced sailors. Each experienced sailor was paid 1/5 times more than the inexperienced sailors. If the inexperienced sailors were paid $10 per hour for a 60-hour workweek, calculate the total combined monthly earnings of the experienced sailors.",Step 1,"If the inexperienced sailors were paid $10 per hour for a 60-hour workweek, then the experienced sailors were paid $10 * 5 = $<<10*5=50>>50 per hour.",0,1,['10*5=50'],['10*5=>50=>50.0000000000000'],['50=>50.0000000000000'],['sympy'],['sympy'],[''],[''],[1],['50.0000000000000'],1,"If the inexperienced sailors were paid $10 per hour for a 60-hour workweek, then the experienced sailors were paid $10 * 5 = $<<10*5=50>>50 per hour."
"A shipping boat's crew consisted of 17 sailors, with five inexperienced sailors. Each experienced sailor was paid 1/5 times more than the inexperienced sailors. If the inexperienced sailors were paid $10 per hour for a 60-hour workweek, calculate the total combined monthly earnings of the experienced sailors.",Step 2,"If each experienced sailor was paid 1/5 times more than the inexperienced sailors, then each experienced sailor was paid $50 * 1/5 = $<<50*1/5=10>>10 more than the inexperienced sailors.",0,1,['50*1/5=10'],['50*1/5=>10=>10.0000000000000'],['10=>10.0000000000000'],['sympy'],['sympy'],[''],[''],[1],['10.0000000000000'],1,"If each experienced sailor was paid 1/5 times more than the inexperienced sailors, then each experienced sailor was paid $50 * 1/5 = $<<50*1/5=10>>10 more than the inexperienced sailors."
"A shipping boat's crew consisted of 17 sailors, with five inexperienced sailors. Each experienced sailor was paid 1/5 times more than the inexperienced sailors. If the inexperienced sailors were paid $10 per hour for a 60-hour workweek, calculate the total combined monthly earnings of the experienced sailors.",Step 3,"If there were 17 experienced sailors, then the total number of experienced sailors paid $10 more than the inexperienced sailors is $10 * 17 = $<<10*17=170>>170.",0,1,['10*17=170'],['10*17=>170=>170.000000000000'],['170=>170.000000000000'],['sympy'],['sympy'],[''],[''],[1],['170.000000000000'],1,"If there were 17 experienced sailors, then the total number of experienced sailors paid $10 more than the inexperienced sailors is $10 * 17 = $<<10*17=170>>170."
"A shipping boat's crew consisted of 17 sailors, with five inexperienced sailors. Each experienced sailor was paid 1/5 times more than the inexperienced sailors. If the inexperienced sailors were paid $10 per hour for a 60-hour workweek, calculate the total combined monthly earnings of the experienced sailors.",Step 4,"Since each experienced sailor was paid $50 per hour, the total combined monthly earnings of the experienced sailors is $170 * 50 = $<<170*50=8500>>8500. The answer is: 8500",0,1,['170*50=8500'],['170*50=>8500=>8500.00000000000'],['8500=>8500.00000000000'],['sympy'],['sympy'],[''],[''],[1],['8500.00000000000'],1,"Since each experienced sailor was paid $50 per hour, the total combined monthly earnings of the experienced sailors is $170 * 50 = $<<170*50=8500>>8500. The answer is: 8500"
"Cary walks 3 miles round-trip to the grocery store, where he buys and eats a candy bar with 200 calories. If Cary burns 150 calories per mile walked, what's Cary's net calorie deficit (expressed as a positive number)?",Step 1,"First, let's find how many calories Cary burned walking to the grocery store: 150 calories/mile * 3 miles = <<150*3=450>>450 calories",1,1,['150*3=450'],['150*3=>450=>450.000000000000'],['450=>450.000000000000'],['sympy'],['sympy'],[''],[''],[1],['450.000000000000'],1,"First, let's find how many calories Cary burned walking to the grocery store: 150 calories/mile * 3 miles = <<150*3=450>>450 calories"
"Cary walks 3 miles round-trip to the grocery store, where he buys and eats a candy bar with 200 calories. If Cary burns 150 calories per mile walked, what's Cary's net calorie deficit (expressed as a positive number)?",Step 2,"Next, let's find how many calories Cary burned walking home from the grocery store: 150 calories/mile * 3 miles = <<150*3=450>>450 calories",1,1,['150*3=450'],['150*3=>450=>450.000000000000'],['450=>450.000000000000'],['sympy'],['sympy'],[''],[''],[1],['450.000000000000'],1,"Next, let's find how many calories Cary burned walking home from the grocery store: 150 calories/mile * 3 miles = <<150*3=450>>450 calories"
"Cary walks 3 miles round-trip to the grocery store, where he buys and eats a candy bar with 200 calories. If Cary burns 150 calories per mile walked, what's Cary's net calorie deficit (expressed as a positive number)?",Step 3,Now let's add those two calorie burns together: 450 calories + 450 calories = <<450+450=900>>900 calories,0,1,['450+450=900'],['450+450=>900=>900.000000000000'],['900=>900.000000000000'],['sympy'],['sympy'],[''],[''],[1],['900.000000000000'],1,Now let's add those two calorie burns together: 450 calories + 450 calories = <<450+450=900>>900 calories
"Cary walks 3 miles round-trip to the grocery store, where he buys and eats a candy bar with 200 calories. If Cary burns 150 calories per mile walked, what's Cary's net calorie deficit (expressed as a positive number)?",Step 4,Now let's add the calories Cary consumed from the candy bar to find his net calorie deficit: 900 calories - 200 calories = <<900-200=700>>700 calories,0,1,['900-200=700'],['900-200=>700=>700.000000000000'],['700=>700.000000000000'],['sympy'],['sympy'],[''],[''],[1],['700.000000000000'],1,Now let's add the calories Cary consumed from the candy bar to find his net calorie deficit: 900 calories - 200 calories = <<900-200=700>>700 calories
